ORDER_ID,CUSTOMER_ID,ORDER_DATE,PRODUCT_ID,AMOUNT,QTY,ORDER_LINE_NUMBER
49,1001,2001-01-11 00:00:00.0,10,46944,652,3
50,1001,2001-01-11 00:00:00.0,5,64470,614,1
50,1001,2001-01-11 00:00:00.0,5,94.5,1,2
50,1001,2001-01-11 00:00:00.0,6,49440,1648,3
51,1001,2001-01-11 00:00:00.0,6,27,1,1
51,1001,2001-01-11 00:00:00.0,7,50382,1866,2
51,1001,2001-01-11 00:00:00.0,8,26392.5,1173,3
52,1001,2001-01-11 00:00:00.0,6,16821,623,1
53,1001,2001-01-11 00:00:00.0,2,3564,36,1
53,1001,2001-01-11 00:00:00.0,6,17172,636,2
54,1001,2001-01-11 00:00:00.0,4,1053,13,1
55,1001,2001-01-11 00:00:00.0,6,27621,1023,1
56,1001,2001-01-11 00:00:00.0,12,59550,1985,1
57,1001,2001-01-11 00:00:00.0,12,27,1,1
58,1001,2001-01-11 00:00:00.0,8,23692.5,1053,1
59,1001,2001-01-11 00:00:00.0,6,3810,127,1
60,1001,2001-01-11 00:00:00.0,6,59550,1985,1
60,1001,2001-01-11 00:00:00.0,6,30,1,2
61,1001,2001-01-11 00:00:00.0,6,27,1,1
61,1001,2001-01-11 00:00:00.0,12,7722,286,2
62,1001,2001-01-11 00:00:00.0,2,47619,481,1
62,1001,2001-01-11 00:00:00.0,6,12258,454,2
63,1001,2001-01-11 00:00:00.0,4,96147,1187,1
63,1001,2001-01-11 00:00:00.0,6,17400,580,2
64,1001,2001-01-11 00:00:00.0,6,27,1,1
64,1001,2001-01-11 00:00:00.0,12,22842,846,2
65,1001,2001-01-11 00:00:00.0,6,41823,1549,1
65,1001,2001-01-11 00:00:00.0,13,8311.5,1847,2
66,1001,2001-01-11 00:00:00.0,6,27162,1006,1
66,1001,2001-01-11 00:00:00.0,7,14670,489,2
67,1001,2001-01-11 00:00:00.0,7,27,1,1
67,1001,2001-01-11 00:00:00.0,11,2659.5,197,2
68,1001,2001-01-11 00:00:00.0,7,8991,333,1
68,1001,2001-01-11 00:00:00.0,15,2620.8,1456,2
69,1001,2001-01-11 00:00:00.0,7,46530,1551,1
69,1001,2001-01-11 00:00:00.0,7,27,1,2
70,1001,2001-01-11 00:00:00.0,8,27225,1089,1
70,1001,2001-01-11 00:00:00.0,8,25,1,2
71,1001,2001-01-11 00:00:00.0,8,25,1,1
71,1001,2001-01-11 00:00:00.0,8,22.5,1,2
71,1001,2001-01-11 00:00:00.0,9,34425,850,3
72,1001,2001-01-11 00:00:00.0,6,6453,239,1
72,1001,2001-01-11 00:00:00.0,12,26703,989,2
72,1001,2001-01-11 00:00:00.0,15,207,115,3
73,1001,2001-01-11 00:00:00.0,1,206172,1909,1
73,1001,2001-01-11 00:00:00.0,5,4441.5,47,2
73,1001,2001-01-11 00:00:00.0,11,5980.5,443,3
74,1001,2001-01-11 00:00:00.0,13,6948,1544,1
74,1001,2001-01-11 00:00:00.0,14,9720,600,2
74,1001,2001-01-11 00:00:00.0,17,0,1386,3
75,1001,2001-01-11 00:00:00.0,8,43500,1740,1
75,1001,2001-01-11 00:00:00.0,8,22.5,1,2
75,1001,2001-01-11 00:00:00.0,9,50985,1133,3
76,1001,2001-01-11 00:00:00.0,9,40.5,1,1
76,1001,2001-01-11 00:00:00.0,15,2436,1218,2
76,1001,2001-01-11 00:00:00.0,15,1.8,1,3
77,1001,2001-01-11 00:00:00.0,6,50787,1881,1
77,1001,2001-01-11 00:00:00.0,12,54930,1831,2
77,1001,2001-01-11 00:00:00.0,12,27,1,3
78,1001,2001-01-11 00:00:00.0,1,11400,95,1
78,1001,2001-01-11 00:00:00.0,1,108,1,2
78,1001,2001-01-11 00:00:00.0,5,85806,908,3
79,1001,2001-01-11 00:00:00.0,7,37584,1392,1
79,1001,2001-01-11 00:00:00.0,13,8815.5,1959,2
79,1001,2001-01-11 00:00:00.0,14,31930.2,1971,3
80,1001,2001-01-11 00:00:00.0,3,32310,1795,1
80,1001,2001-01-11 00:00:00.0,5,126724.5,1341,2
80,1001,2001-01-11 00:00:00.0,6,25704,952,3
81,1001,2001-01-11 00:00:00.0,5,69079.5,731,1
81,1001,2001-01-11 00:00:00.0,6,27135,1005,2
81,1001,2001-01-11 00:00:00.0,10,30672,426,3
82,1002,1999-02-12 00:00:00.0,1,59292,549,1
82,1002,1999-02-12 00:00:00.0,2,146223,1477,2
82,1002,1999-02-12 00:00:00.0,3,20934,1163,3
83,1002,1999-02-12 00:00:00.0,4,136809,1689,1
83,1002,1999-02-12 00:00:00.0,5,172840.5,1829,2
83,1002,1999-02-12 00:00:00.0,6,52164,1932,3
84,1002,1999-02-12 00:00:00.0,7,45819,1697,1
84,1002,1999-02-12 00:00:00.0,8,44865,1994,2
84,1002,1999-02-12 00:00:00.0,9,30942,764,3
85,1002,1999-02-12 00:00:00.0,6,39339,1457,1
85,1002,1999-02-12 00:00:00.0,11,16159.5,1197,2
85,1002,1999-02-12 00:00:00.0,12,22410,830,3
86,1002,1999-02-12 00:00:00.0,1,26892,249,1
86,1002,1999-02-12 00:00:00.0,3,15120,840,2
86,1002,1999-02-12 00:00:00.0,11,23260.5,1723,3
87,1002,1999-02-12 00:00:00.0,7,29322,1086,1
87,1002,1999-02-12 00:00:00.0,13,7542,1676,2
87,1002,1999-02-12 00:00:00.0,14,9509.4,587,3
88,1002,1999-02-12 00:00:00.0,3,21528,1196,1
88,1002,1999-02-12 00:00:00.0,5,168871.5,1787,2
88,1002,1999-02-12 00:00:00.0,6,41121,1523,3
89,1002,1999-02-12 00:00:00.0,2,179784,1816,1
89,1002,1999-02-12 00:00:00.0,4,144747,1787,2
89,1002,1999-02-12 00:00:00.0,10,107496,1493,3
90,1002,1999-02-12 00:00:00.0,7,13770,510,1
90,1002,1999-02-12 00:00:00.0,9,54027,1334,2
90,1002,1999-02-12 00:00:00.0,15,2779.2,1544,3
91,1002,1999-02-12 00:00:00.0,4,125712,1552,1
91,1002,1999-02-12 00:00:00.0,7,26244,972,2
91,1002,1999-02-12 00:00:00.0,9,89955,1999,3
92,1002,1999-02-12 00:00:00.0,9,90000,2000,1
92,1002,1999-02-12 00:00:00.0,9,40.5,1,2
92,1002,1999-02-12 00:00:00.0,15,3173.4,1763,3
93,1002,1999-02-12 00:00:00.0,2,37323,377,1
93,1002,1999-02-12 00:00:00.0,6,37260,1380,2
93,1002,1999-02-12 00:00:00.0,15,1101.6,612,3
94,1002,1999-02-12 00:00:00.0,2,101871,1029,1
94,1002,1999-02-12 00:00:00.0,6,27999,1037,2
94,1002,1999-02-12 00:00:00.0,15,108,60,3
95,1002,1999-02-12 00:00:00.0,2,85833,867,1
95,1002,1999-02-12 00:00:00.0,6,36126,1338,2
95,1002,1999-02-12 00:00:00.0,15,2394,1330,3
96,1002,1999-02-12 00:00:00.0,6,39501,1463,1
96,1002,1999-02-12 00:00:00.0,10,70272,976,2
96,1002,1999-02-12 00:00:00.0,15,1206,670,3
97,1002,1999-02-12 00:00:00.0,6,14931,553,1
97,1002,1999-02-12 00:00:00.0,10,127296,1768,2
97,1002,1999-02-12 00:00:00.0,15,2867.4,1593,3
98,1002,1999-02-12 00:00:00.0,8,350,14,1
98,1002,1999-02-12 00:00:00.0,8,22.5,1,2
98,1002,1999-02-12 00:00:00.0,10,10000,125,3
99,1002,1999-02-12 00:00:00.0,10,9648,134,1
99,1002,1999-02-12 00:00:00.0,11,5670,420,2
99,1002,1999-02-12 00:00:00.0,15,1470.6,817,3
100,1002,1999-02-12 00:00:00.0,6,38556,1428,1
100,1002,1999-02-12 00:00:00.0,13,657,146,2
100,1002,1999-02-12 00:00:00.0,14,16264.8,1004,3
101,1002,1999-02-12 00:00:00.0,1,133812,1239,1
101,1002,1999-02-12 00:00:00.0,6,9099,337,2
101,1002,1999-02-12 00:00:00.0,15,1452.6,807,3
102,1002,1999-02-12 00:00:00.0,2,184360,1676,1
102,1002,1999-02-12 00:00:00.0,2,99,1,2
102,1002,1999-02-12 00:00:00.0,7,52785,1955,3
103,1002,1999-02-12 00:00:00.0,4,16929,209,1
103,1002,1999-02-12 00:00:00.0,5,142884,1512,2
103,1002,1999-02-12 00:00:00.0,6,11610,430,3
103,1002,1999-02-12 00:00:00.0,8,32535,1446,4
104,1002,1999-02-12 00:00:00.0,6,18846,698,1
104,1002,1999-02-12 00:00:00.0,11,7614,564,2
104,1002,1999-02-12 00:00:00.0,13,6583.5,1463,3
104,1002,1999-02-12 00:00:00.0,15,2413.8,1341,4
105,1002,1999-02-12 00:00:00.0,3,24156,1342,1
105,1002,1999-02-12 00:00:00.0,6,9504,352,2
105,1002,1999-02-12 00:00:00.0,8,13005,578,3
105,1002,1999-02-12 00:00:00.0,15,2349,1305,4
106,1002,1999-02-12 00:00:00.0,9,19350,430,1
106,1002,1999-02-12 00:00:00.0,9,40.5,1,2
106,1002,1999-02-12 00:00:00.0,10,91008,1264,3
107,1002,1999-02-12 00:00:00.0,6,50031,1853,1
108,1002,1999-02-12 00:00:00.0,9,24300,600,1
108,1002,1999-02-12 00:00:00.0,14,20525.4,1267,2
108,1002,1999-02-12 00:00:00.0,15,241.2,134,3
109,1002,1999-02-12 00:00:00.0,5,188716.5,1997,1
109,1002,1999-02-12 00:00:00.0,6,33264,1232,2
109,1002,1999-02-12 00:00:00.0,9,4617,114,3
110,1002,1999-02-12 00:00:00.0,2,166023,1677,1
110,1002,1999-02-12 00:00:00.0,3,16758,931,2
110,1002,1999-02-12 00:00:00.0,4,135837,1677,3
111,1002,1999-02-12 00:00:00.0,3,31284,1738,1
111,1002,1999-02-12 00:00:00.0,6,46332,1716,2
111,1002,1999-02-12 00:00:00.0,15,1450.8,806,3
112,1002,1999-02-12 00:00:00.0,11,24732,1832,1
112,1002,1999-02-12 00:00:00.0,12,5238,194,2
112,1002,1999-02-12 00:00:00.0,14,29970,1850,3
113,1002,1999-02-12 00:00:00.0,11,24543,1818,1
113,1002,1999-02-12 00:00:00.0,12,23679,877,2
113,1002,1999-02-12 00:00:00.0,13,3006,668,3
113,1002,1999-02-12 00:00:00.0,14,22631.4,1397,4
113,1002,1999-02-12 00:00:00.0,15,3076.2,1709,5
114,1002,1999-02-12 00:00:00.0,6,8559,317,1
114,1002,1999-02-12 00:00:00.0,7,49221,1823,2
114,1002,1999-02-12 00:00:00.0,8,13590,604,3
114,1002,1999-02-12 00:00:00.0,9,70672.5,1745,4
114,1002,1999-02-12 00:00:00.0,10,94104,1307,5
115,1002,1999-02-12 00:00:00.0,1,48276,447,1
115,1002,1999-02-12 00:00:00.0,2,21681,219,2
115,1002,1999-02-12 00:00:00.0,3,2178,121,3
115,1002,1999-02-12 00:00:00.0,4,7371,91,4
115,1002,1999-02-12 00:00:00.0,5,129559.5,1371,5
116,1002,1999-02-12 00:00:00.0,1,197280,1644,1
116,1002,1999-02-12 00:00:00.0,1,120,1,2
116,1002,1999-02-12 00:00:00.0,1,120,1,3
116,1002,1999-02-12 00:00:00.0,1,120,1,4
117,1002,1999-02-12 00:00:00.0,1,660000,5500,1
117,1002,1999-02-12 00:00:00.0,1,108,1,2
117,1002,1999-02-12 00:00:00.0,6,31428,1164,3
117,1002,1999-02-12 00:00:00.0,12,47250,1750,4
118,1002,1999-02-12 00:00:00.0,3,12840,642,1
118,1002,1999-02-12 00:00:00.0,3,18,1,2
118,1002,1999-02-12 00:00:00.0,5,33358.5,353,3
118,1002,1999-02-12 00:00:00.0,11,135,10,4
119,1002,1999-02-12 00:00:00.0,7,25731,953,1
119,1002,1999-02-12 00:00:00.0,13,5105,1021,2
119,1002,1999-02-12 00:00:00.0,13,4.5,1,3
119,1002,1999-02-12 00:00:00.0,14,28576.8,1764,4
120,1002,1999-02-12 00:00:00.0,3,34740,1930,1
120,1002,1999-02-12 00:00:00.0,5,132867,1406,2
120,1002,1999-02-12 00:00:00.0,6,49110,1637,3
120,1002,1999-02-12 00:00:00.0,6,27,1,4
121,1002,1999-02-12 00:00:00.0,2,62370,567,1
121,1002,1999-02-12 00:00:00.0,2,110,1,2
121,1002,1999-02-12 00:00:00.0,2,99,1,3
121,1002,1999-02-12 00:00:00.0,10,129384,1797,4
122,1002,1999-02-12 00:00:00.0,2,121220,1102,1
122,1002,1999-02-12 00:00:00.0,2,110,1,2
122,1002,1999-02-12 00:00:00.0,2,110,1,3
122,1002,1999-02-12 00:00:00.0,2,110,1,4
123,1002,1999-02-12 00:00:00.0,2,550000,5000,1
123,1002,1999-02-12 00:00:00.0,2,33000,300,2
123,1002,1999-02-12 00:00:00.0,2,99,1,3
123,1002,1999-02-12 00:00:00.0,3,240,12,4
124,1002,1999-02-12 00:00:00.0,3,34000,1700,1
124,1002,1999-02-12 00:00:00.0,3,20,1,2
124,1002,1999-02-12 00:00:00.0,3,20,1,3
124,1002,1999-02-12 00:00:00.0,3,20,1,4
125,1002,1999-02-12 00:00:00.0,3,60000,3000,1
125,1002,1999-02-12 00:00:00.0,3,20,1,2
125,1002,1999-02-12 00:00:00.0,3,18,1,3
125,1002,1999-02-12 00:00:00.0,4,64260,714,4
126,1002,1999-02-12 00:00:00.0,4,18000,200,1
126,1002,1999-02-12 00:00:00.0,4,81,1,2
126,1002,1999-02-12 00:00:00.0,10,43120,539,3
126,1002,1999-02-12 00:00:00.0,10,72,1,4
127,1002,1999-02-12 00:00:00.0,4,119340,1326,1
127,1002,1999-02-12 00:00:00.0,4,90,1,2
127,1002,1999-02-12 00:00:00.0,4,81,1,3
127,1002,1999-02-12 00:00:00.0,5,64785,617,4
128,1002,1999-02-12 00:00:00.0,5,52500,500,1
128,1002,1999-02-12 00:00:00.0,5,105,1,2
128,1002,1999-02-12 00:00:00.0,5,105,1,3
129,1002,1999-02-12 00:00:00.0,5,84000,800,1
129,1002,1999-02-12 00:00:00.0,5,94.5,1,2
129,1002,1999-02-12 00:00:00.0,6,24057,891,3
130,1002,1999-02-12 00:00:00.0,2,64845,655,1
130,1002,1999-02-12 00:00:00.0,8,30420,1352,2
130,1002,1999-02-12 00:00:00.0,10,46944,652,3
131,1002,1999-02-12 00:00:00.0,5,64470,614,1
131,1002,1999-02-12 00:00:00.0,5,94.5,1,2
131,1002,1999-02-12 00:00:00.0,6,49440,1648,3
132,1002,1999-02-12 00:00:00.0,6,27,1,1
132,1002,1999-02-12 00:00:00.0,7,50382,1866,2
132,1002,1999-02-12 00:00:00.0,8,26392.5,1173,3
133,1002,1999-02-12 00:00:00.0,6,16821,623,1
134,1002,1999-02-12 00:00:00.0,2,3564,36,1
134,1002,1999-02-12 00:00:00.0,6,17172,636,2
135,1002,1999-02-12 00:00:00.0,4,1053,13,1
136,1002,1999-02-12 00:00:00.0,6,27621,1023,1
137,1002,1999-02-12 00:00:00.0,12,59550,1985,1
138,1002,1999-02-12 00:00:00.0,12,27,1,1
139,1002,1999-02-12 00:00:00.0,8,23692.5,1053,1
140,1002,1999-02-12 00:00:00.0,6,3810,127,1
141,1002,1999-02-12 00:00:00.0,6,59550,1985,1
141,1002,1999-02-12 00:00:00.0,6,30,1,2
142,1002,1999-02-12 00:00:00.0,6,27,1,1
142,1002,1999-02-12 00:00:00.0,12,7722,286,2
143,1002,1999-02-12 00:00:00.0,2,47619,481,1
143,1002,1999-02-12 00:00:00.0,6,12258,454,2
144,1002,1999-02-12 00:00:00.0,4,96147,1187,1
144,1002,1999-02-12 00:00:00.0,6,17400,580,2
145,1002,1999-02-12 00:00:00.0,6,27,1,1
145,1002,1999-02-12 00:00:00.0,12,22842,846,2
146,1002,1999-02-12 00:00:00.0,6,41823,1549,1
146,1002,1999-02-12 00:00:00.0,13,8311.5,1847,2
147,1002,1999-02-12 00:00:00.0,6,27162,1006,1
147,1002,1999-02-12 00:00:00.0,7,14670,489,2
148,1002,1999-02-12 00:00:00.0,7,27,1,1
148,1002,1999-02-12 00:00:00.0,11,2659.5,197,2
149,1002,1999-02-12 00:00:00.0,7,8991,333,1
149,1002,1999-02-12 00:00:00.0,15,2620.8,1456,2
150,1002,1999-02-12 00:00:00.0,7,46530,1551,1
150,1002,1999-02-12 00:00:00.0,7,27,1,2
151,1002,1999-02-12 00:00:00.0,8,27225,1089,1
151,1002,1999-02-12 00:00:00.0,8,25,1,2
152,1002,1999-02-12 00:00:00.0,8,25,1,1
152,1002,1999-02-12 00:00:00.0,8,22.5,1,2
152,1002,1999-02-12 00:00:00.0,9,34425,850,3
153,1002,1999-02-12 00:00:00.0,6,6453,239,1
153,1002,1999-02-12 00:00:00.0,12,26703,989,2
153,1002,1999-02-12 00:00:00.0,15,207,115,3
154,1002,1999-02-12 00:00:00.0,1,206172,1909,1
154,1002,1999-02-12 00:00:00.0,5,4441.5,47,2
154,1002,1999-02-12 00:00:00.0,11,5980.5,443,3
155,1002,1999-02-12 00:00:00.0,13,6948,1544,1
155,1002,1999-02-12 00:00:00.0,14,9720,600,2
155,1002,1999-02-12 00:00:00.0,17,0,1386,3
156,1002,1999-02-12 00:00:00.0,8,43500,1740,1
156,1002,1999-02-12 00:00:00.0,8,22.5,1,2
156,1002,1999-02-12 00:00:00.0,9,50985,1133,3
157,1002,1999-02-12 00:00:00.0,9,40.5,1,1
157,1002,1999-02-12 00:00:00.0,15,2436,1218,2
157,1002,1999-02-12 00:00:00.0,15,1.8,1,3
158,1002,1999-02-12 00:00:00.0,6,50787,1881,1
158,1002,1999-02-12 00:00:00.0,12,54930,1831,2
158,1002,1999-02-12 00:00:00.0,12,27,1,3
159,1002,1999-02-12 00:00:00.0,1,11400,95,1
159,1002,1999-02-12 00:00:00.0,1,108,1,2
159,1002,1999-02-12 00:00:00.0,5,85806,908,3
160,1002,1999-02-12 00:00:00.0,7,37584,1392,1
160,1002,1999-02-12 00:00:00.0,13,8815.5,1959,2
160,1002,1999-02-12 00:00:00.0,14,31930.2,1971,3
161,1002,1999-02-12 00:00:00.0,3,32310,1795,1
161,1002,1999-02-12 00:00:00.0,5,126724.5,1341,2
